leixing,nianfen,licheng,didian,shoujia,yuanjia
雪铁龙C3-XR 2015款 1.6L 自动先锋型,2016年,3.0万公里,大连,6.90万,13.87万
日产 阳光 2011款 1.5XL CVT豪华版,2011年,7.7万公里,大连,3.90万,11.16万
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,2015年,5.1万公里,大连,4.00万,8.12万
日产 天籁 2013款 2.0L XL舒适版,2013年,8.2万公里,大连,9.40万,20.17万
别克 凯越 2011款 1.6LX-AT,2013年,5.1万公里,大连,3.97万,11.39万
日产 逍客 2010款 20S火 CVT 2WD,2010年,7.9万公里,大连,5.80万,19.30万
斯柯达 明锐 2016款 1.6L 自动创行版,2016年,4.1万公里,大连,7.60万,15.40万
斯柯达Yeti 2016款 1.4TSI DSG前行版,2016年,3.9万公里,大连,8.30万,16.26万
别克GL8 2014款 2.4L 经典版,2016年,3.6万公里,大连,11.90万,22.69万
长城M4 2012款 1.5L 手动豪华型,2014年,3.6万公里,大连,3.50万,7.37万
菲亚特 菲翔 2015款 1.4T 自动悦享版,2016年,2.6万公里,大连,6.20万,12.46万
起亚K3 2015款 1.6L 手动GLS,2015年,2.0万公里,大连,6.00万,12.46万
现代 名图 2014款 1.8L 自动智能型GLS,2014年,4.5万公里,大连,7.92万,16.26万
宝马3系 2009款 325i 豪华型,2010年,10.6万公里,大连,9.90万,47.98万
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,2015年,5.4万公里,大连,24.60万,43.20万
奔腾X80 2013款 2.0L 手动豪华型,2013年,3.8万公里,大连,4.60万,14.31万
江淮 瑞风S3 2014款 1.5L 手动豪华智能型,2015年,4.9万公里,大连,3.74万,8.12万
现代ix25 2015款 1.6L 自动两驱智能型GLS,2016年,3.4万公里,大连,7.62万,15.50万
三菱 劲炫ASX 2013款 1.6L 手动两驱标准版,2014年,7.0万公里,大连,4.73万,11.92万
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,2016年,2.7万公里,大连,12.33万,24.18万
斯柯达 明锐 2014款 1.4TSI DSG逸致版,2014年,5.8万公里,大连,6.50万,16.02万
马自达CX-5 2015款 2.0L 自动两驱都市型,2016年,2.6万公里,大连,12.30万,20.71万
大众POLO 2011款 劲取 1.4L 手动实乐版,2011年,11.2万公里,大连,2.60万,9.31万
标致308 2014款 乐享版 经典 1.6L 手动风尚型,2015年,5.6万公里,大连,5.00万,12.36万
别克GL8 2014款 2.4L 经典版,2014年,12.4万公里,大连,9.00万,22.69万
别克 昂科拉 2013款 1.4T 自动两驱领先型,2013年,11.5万公里,大连,6.60万,19.20万
福特 福克斯 2012款 三厢 1.6L 手动风尚型,2014年,6.2万公里,大连,4.23万,14.43万
奥迪A4L 2013款 35 TFSI 自动标准型,2013年,8.6万公里,大连,14.98万,33.63万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2015年,5.5万公里,大连,5.90万,10.83万
现代 悦动 2011款 1.6L 手动豪华型,2014年,1.6万公里,大连,4.57万,11.92万
福特 翼搏 2013款 1.5L 自动风尚型,2015年,3.7万公里,大连,6.70万,12.24万
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,2014年,5.8万公里,大连,9.50万,20.60万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2014年,9.7万公里,大连,4.80万,10.83万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2016年,4.7万公里,大连,5.30万,10.83万
长城M4 2015款 1.5L AMT舒适型,2015年,6.5万公里,大连,3.50万,7.59万
大众 夏朗 2013款 2.0TSI 标配型(进口),2013年,10.4万公里,大连,12.30万,34.08万
比亚迪 宋 2016款 2.0TID 自动尊贵型,2016年,2.3万公里,大连,6.50万,14.86万
别克 威朗 2016款 两厢GS 20T 双离合豪情运动型,2016年,4.6万公里,大连,8.98万,18.01万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2017年,5.3万公里,大连,8.30万,13.56万
沃尔沃V40 2013款 2.0T 智雅版(进口),2013年,4.3万公里,大连,11.80万,30.38万
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,2013年,2.9万公里,大连,4.10万,11.92万
陆风X7 2015款 2.0T 全景旗舰版,2016年,5.8万公里,大连,6.90万,16.04万
现代 瑞纳 2014款 1.4L 手动智能型GLS,2015年,6.6万公里,大连,4.26万,8.56万
日产 轩逸 2014款 1.6XV CVT尊享版,2015年,6.0万公里,大连,7.58万,14.96万
现代 新胜达 2012款 2.4 舒适版 七座四驱(进口),2012年,7.1万公里,大连,8.50万,27.33万
本田 缤智 2015款 1.5L CVT两驱舒适型,2016年,3.8万公里,大连,10.50万,14.85万
斯柯达 明锐 2012款 1.6L 自动逸俊版,2012年,1.6万公里,大连,5.98万,16.17万
别克 英朗 2012款 XT 1.6L 自动时尚版,2013年,8.2万公里,大连,5.68万,16.27万
大众 迈腾 2013款 1.8TSI 领先型,2013年,7.1万公里,大连,10.50万,23.86万
起亚K2 2012款 两厢 1.4L AT 炫酷纪念版,2014年,3.6万公里,大连,4.60万,9.54万
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,2016年,5.1万公里,大连,27.18万,32.00万
日产 天籁 2013款 2.0L XL舒适版,2013年,6.5万公里,大连,9.90万,20.17万
长城M4 2014款 1.5L 手动豪华型,2014年,5.8万公里,大连,3.50万,7.48万
福特 翼搏 2013款 1.5L 自动风尚型,2015年,6.0万公里,大连,5.75万,12.24万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2015年,3.2万公里,大连,8.80万,21.36万
别克 英朗 2013款 GT 1.6L 自动时尚版,2013年,5.2万公里,大连,5.50万,16.58万
标致3008 2013款 1.6THP 自动至尚版,2013年,6.7万公里,大连,7.28万,23.31万
雷诺 科雷嘉 2016款 2.0L 两驱尊贵版,2016年,8.1万公里,大连,10.00万,21.36万
长城M4 2012款 1.5L 手动豪华型,2014年,5.0万公里,大连,3.00万,7.37万
日产 天籁 2011款 2.0L XL舒适版,2011年,8.1万公里,大连,7.20万,21.69万
标致308 2013款 1.6L 手动优尚陈坤出色版,2014年,9.0万公里,大连,3.88万,12.58万
别克GL8 2011款 2.4L LT行政版,2012年,9.5万公里,大连,7.50万,26.92万
大众 桑塔纳 2013款 1.4L 手动风尚版,2014年,10.9万公里,大连,3.70万,9.22万
现代 索纳塔八 2013款 2.0L 自动时尚版,2013年,6.4万公里,大连,7.00万,18.12万
奥迪Q5 2013款 40 TFSI 技术型,2014年,5.7万公里,大连,19.00万,46.41万
大众 迈腾 2015款 改款 1.8TSI 豪华型,2015年,5.6万公里,大连,12.00万,25.27万
奇瑞 艾瑞泽5 2016款 1.5L 手动领锐版,2017年,4.0万公里,大连,3.85万,7.59万
哈弗H6 2013款 1.5T 手动四驱精英型,2013年,9.1万公里,大连,4.48万,13.00万
本田 锋范经典 2012款 1.5L 手动精英版,2012年,11.5万公里,大连,3.70万,10.83万
长安 逸动 2014款 1.6L 手动豪华型,2015年,5.5万公里,大连,3.40万,8.67万
陆风X7 2015款 2.0T 全景尊贵版,2016年,7.7万公里,大连,5.82万,15.17万
奔腾B50 2013款 1.6L 手动豪华型,2015年,4.0万公里,大连,3.36万,10.51万
大众 帕萨特 2013款 1.8TSI DSG尊荣版,2013年,8.5万公里,大连,9.80万,23.75万
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,2013年,6.2万公里,大连,4.57万,12.79万
别克GL8 2013款 2.4L 舒适版,2013年,14.4万公里,大连,8.28万,24.75万
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,2014年,4.0万公里,大连,4.22万,12.79万
奥迪A4L 2011款 2.0 TFSI 舒适型,2010年,11.9万公里,大连,8.66万,35.81万
大众 捷达 2015款 1.6L 手动时尚型,2015年,7.3万公里,大连,4.70万,9.58万
哈弗H6 2016款 升级版 1.5T 自动两驱精英型,2017年,11.5万公里,大连,6.50万,12.35万
长安 逸动 2015款 1.6L 手动豪华型 国V,2016年,4.1万公里,大连,4.98万,8.78万
本田XR-V 2015款 1.8L VTi CVT豪华版,2015年,6.5万公里,大连,11.00万,17.67万
标致308 2013款 1.6L 自动风尚型,2014年,9.8万公里,大连,4.50万,13.45万
福特 翼虎 2013款 1.6L GTDi 两驱风尚型,2014年,7.4万公里,大连,8.50万,23.64万
别克GL8 2014款 2.4L 经典版,2017年,4.2万公里,大连,12.90万,22.69万
别克GL8 2011款 2.4L CT舒适版,2011年,13.6万公里,大连,6.68万,24.75万
现代 瑞纳 2014款 1.4L 手动智能型GLS,2014年,5.7万公里,大连,4.09万,8.56万
哈弗H6 2013款 升级版 1.5T 手动两驱尊贵型,2014年,6.6万公里,大连,4.98万,13.98万
起亚K3 2013款 1.6L 自动GLS,2013年,5.9万公里,大连,5.30万,13.55万
雪铁龙 世嘉 2012款 三厢 1.6L 自动品享型,2013年,8.3万公里,大连,4.00万,13.98万
大众 途观 2012款 1.8TSI 手动两驱进享版,2012年,6.6万公里,大连,8.30万,24.51万
大众 宝来 2011款 1.4T 自动舒适型,2010年,6.5万公里,大连,4.40万,15.50万
奔驰C级 2013款 C 180 经典型 Grand Edition,2013年,11.2万公里,大连,13.28万,34.19万
福特 福克斯 2015款 三厢 1.6L 自动风尚型,2016年,6.0万公里,大连,6.80万,14.85万
DS 5 2014款 1.6T 豪华版THP160,2015年,3.3万公里,大连,10.98万,26.47万
长安 逸动 2015款 1.6L 手动豪华型 国V,2016年,4.0万公里,大连,5.00万,8.78万
大众 朗逸 2015款 1.6L 自动舒适版,2015年,6.2万公里,大连,7.48万,14.86万
别克 君威 2010款 2.0T 旗舰运动版,2012年,11.4万公里,大连,5.80万,29.30万
宝马1系 2012款 116i 领先型(进口),2012年,6.9万公里,大连,8.50万,28.11万
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,2014年,8.3万公里,大连,5.45万,13.98万
标致3008 2013款 1.6THP 自动至尚版,2013年,7.8万公里,大连,6.90万,23.31万
雪铁龙 爱丽舍 2015款 质尚版 1.6L 手动时尚型,2017年,3.5万公里,大连,4.58万,9.10万
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,2016年,3.5万公里,大连,12.62万,22.01万
大众 高尔夫 2015款 1.6L 自动舒适型,2015年,3.0万公里,大连,8.69万,15.73万
大众 速腾 2015款 1.6L 自动舒适型,2015年,2.5万公里,大连,8.55万,16.37万
别克 英朗 2012款 XT 1.6L 手动进取版,2013年,10.5万公里,大连,4.66万,14.64万
大众 桑塔纳 2015款 1.6L 手动舒适版,2014年,11.4万公里,大连,4.00万,11.27万
斯柯达 晶锐 2009款 1.4L 自动晶致版,2010年,9.3万公里,大连,3.10万,10.19万
福特 蒙迪欧 2013款 2.0L GTDi240旗舰型,2014年,7.7万公里,大连,11.50万,28.85万
长安CX20 2014款 1.4L IMT天窗导航版 国IV,2015年,7.5万公里,大连,3.38万,7.04万
吉利 帝豪 2016款 三厢 1.3T CVT尊贵型,2016年,4.7万公里,大连,5.35万,10.94万
大众 高尔夫 2012款 1.4TSI 自动豪华型,2012年,2.4万公里,大连,7.22万,18.21万
日产 天籁 2011款 2.5L XL领先版,2011年,8.9万公里,大连,7.88万,24.40万
雪铁龙 世嘉 2014款 VTS版 1.6L 手动品尚型,2014年,4.7万公里,大连,4.40万,12.35万
雪佛兰 爱唯欧 2014款 三厢 1.4SE MT 乐悠版,2015年,7.4万公里,大连,3.50万,9.11万
铃木 雨燕 2011款 1.5L 自动时尚版,2012年,9.3万公里,大连,3.40万,8.66万
大众 宝来 2014款 1.6L 自动时尚型,2014年,4.5万公里,大连,5.90万,13.00万
大众 朗逸 2013款 改款经典 1.6L 手动风尚版,2014年,6.1万公里,大连,6.00万,12.25万
起亚K2 2012款 三厢 1.4L MT TOP纪念版,2014年,5.6万公里,大连,4.20万,9.22万
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,2014年,6.3万公里,大连,7.80万,20.29万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2014年,10.3万公里,大连,3.88万,10.83万
宝骏560 2015款 1.8L 手动豪华型,2016年,4.1万公里,大连,5.28万,9.75万
东风风神AX7 2015款 2.0L 自动智悦型,2016年,5.5万公里,大连,6.00万,13.86万
标致508 2011款 2.3L 自动旗舰版,2013年,5.1万公里,大连,7.15万,24.93万
斯柯达 明锐 2009款 1.6L 自动逸仕版,2010年,10.8万公里,大连,3.85万,15.95万
福特 翼虎 2015款 1.5L GTDi 两驱舒适型,2016年,9.8万公里,大连,7.93万,21.04万
大众 宝来 2011款 1.6L自动豪华型,2011年,8.1万公里,大连,4.80万,14.74万
斯柯达 晶锐 2012款 1.6L 手动Sport版,2013年,7.0万公里,大连,3.23万,10.72万
本田 凌派 2016款 1.8L CVT舒适版,2017年,3.7万公里,大连,8.60万,13.55万
大众up! 2015款 1.0L move up!(进口),2016年,3.4万公里,大连,6.08万,12.69万
比亚迪S7 2016款 2.0T 自动尊贵型,2016年,8.1万公里,大连,6.30万,14.10万
长安CS75 2014款 2.0L 手动豪华型 国IV,2015年,7.1万公里,大连,5.28万,12.79万
长城M4 2014款 1.5L 手动豪华型,2015年,4.8万公里,大连,2.82万,7.48万
雪佛兰 创酷 2016款 1.4T 手动两驱舒适天窗版,2016年,2.7万公里,大连,5.63万,11.93万
现代 悦动 2017款 1.6L 自动悦值版GLS,2017年,1.7万公里,大连,7.20万,11.17万
Jeep 指南者 2011款 2.4L 四驱运动版(进口),2011年,13.6万公里,大连,7.00万,26.69万
起亚 福瑞迪 2012款 1.6L MT GL 纪念版,2013年,6.3万公里,大连,3.40万,10.72万
现代 索纳塔八 2013款 2.4L 自动领先版 国IV,2014年,7.9万公里,大连,8.20万,21.70万
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,2016年,3.8万公里,大连,11.83万,24.18万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2015年,7.0万公里,大连,4.72万,10.83万
众泰T600 2014款 1.5T 手动旗舰型,2015年,6.7万公里,大连,4.30万,11.59万
别克 英朗 2012款 GT 1.6L 手动进取版,2012年,8.3万公里,大连,4.22万,14.95万
标致308 2014款 乐享版 经典 1.6L 手动优尚型,2017年,2.4万公里,大连,5.60万,11.50万
奔驰S级 2012款 S 300 L 商务型 Grand Edition(进口),2012年,4.5万公里,大连,30.50万,100.95万
福特 翼搏 2013款 1.5L 自动尊贵型,2014年,6.9万公里,大连,6.20万,13.87万
斯柯达 昕动 2014款 1.6L 手动悦享版,2014年,5.0万公里,大连,4.08万,10.84万
本田 雅阁 2010款 2.0L EX,2009年,11.6万公里,大连,6.38万,22.01万
现代ix25 2015款 1.6L 自动两驱智能型GLS,2017年,3.0万公里,大连,9.20万,15.50万
日产 轩逸 2012款 1.6XL CVT豪华版,2014年,3.5万公里,大连,7.88万,14.65万
福特 福克斯 2012款 两厢 1.6L 自动风尚型,2013年,2.5万公里,大连,5.20万,15.62万
哈弗H1 2015款 1.5L 手动豪华型,2015年,4.1万公里,大连,3.70万,7.91万
大众 迈腾 2013款 1.8TSI 领先型,2013年,7.0万公里,大连,10.50万,23.86万
斯巴鲁 力狮 2010款 2.0i豪华版,2010年,14.8万公里,大连,6.35万,27.66万
大众 途观 2012款 2.0TSI 自动四驱菁英版,2012年,7.5万公里,大连,11.60万,31.13万
现代 瑞纳 2014款 1.4L 手动智能型GLS,2015年,4.8万公里,大连,3.95万,8.56万
别克 昂科拉 2013款 1.4T 自动两驱精英型,2013年,2.8万公里,大连,6.18万,17.36万
别克 君越 2013款 2.4L SIDI精英舒适型,2015年,7.1万公里,大连,12.50万,27.78万
大众 迈腾 2012款 改款 1.8TSI 领先型,2012年,12.3万公里,大连,9.80万,23.86万
别克GL8 2005款 2.5L CT1 舒适型,2010年,14.4万公里,大连,3.90万,23.66万
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,2016年,1.7万公里,大连,3.47万,8.12万
大众 宝来 2011款 1.6L 自动舒适型,2010年,8.7万公里,大连,4.20万,14.20万
比亚迪S7 2015款 2.0T 升级版 自动尊贵型,2015年,4.2万公里,大连,6.30万,14.10万
本田 飞度 2014款 1.5L EX CVT精英型,2015年,4.5万公里,大连,6.70万,10.72万
大众POLO 2011款 1.4L 手动致乐版,2011年,5.5万公里,大连,2.82万,9.32万
福特 福克斯 2013款 两厢经典 1.8L 手动基本型,2015年,4.8万公里,大连,4.09万,10.83万
斯柯达 明锐 2012款 1.6L 自动逸俊版,2012年,6.2万公里,大连,5.20万,16.17万
东风风神A60 2016款 1.5L 手动尊贵型,2016年,7.3万公里,大连,4.06万,8.22万
大众 捷达 2013款 1.6L 手动舒适型,2014年,8.7万公里,大连,4.00万,10.67万
福特 嘉年华 2011款 两厢 1.5L 自动时尚型,2012年,6.9万公里,大连,3.70万,10.63万
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,2016年,4.0万公里,大连,6.50万,9.31万
菲亚特 菲翔 2015款 1.4T 手动悦享版,2015年,4.6万公里,大连,3.92万,10.94万
马自达3 2010款 1.6L 手动经典时尚型,2010年,2.8万公里,大连,3.20万,12.24万
福特 翼搏 2013款 1.5L 自动尊贵型,2014年,3.6万公里,大连,5.32万,13.87万
现代 全新胜达 2013款 2.4L 自动两驱智能型,2015年,4.7万公里,大连,10.98万,27.12万
本田 奥德赛 2013款 2.4L 智能版,2017年,4.6万公里,大连,15.30万,28.96万
日产 阳光 2011款 1.5XE 手动舒适版,2013年,5.8万公里,大连,3.26万,8.99万
大众 Passat领驭 2009款 2.0L MFI 自动尊享型,2009年,5.3万公里,大连,5.20万,19.52万
雪铁龙 世嘉 2011款 三厢 1.6L 自动冠军版,2011年,3.8万公里,大连,3.40万,13.13万
别克 昂科威 2016款 20T 两驱领先型,2016年,5.9万公里,大连,11.39万,23.87万
标致307 2012款 两厢 1.6L 自动舒适版,2014年,8.0万公里,大连,3.70万,11.48万
凯迪拉克SRX 2013款 3.0L 舒适型(进口),2013年,9.1万公里,大连,15.50万,46.65万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2016年,4.8万公里,大连,7.50万,13.56万
别克 英朗 2013款 GT 1.6L 手动舒适版,2012年,9.9万公里,大连,4.01万,14.40万
MG3 2014款 1.5L AMT精英版,2015年,4.2万公里,大连,4.00万,9.09万
现代 名图 2014款 1.8L 自动尊贵型DLX,2014年,9.8万公里,大连,8.85万,17.35万
日产 骊威 2013款 1.6XE 手动舒适版,2014年,8.7万公里,大连,3.80万,9.31万
大众 朗逸 2015款 1.6L 手动风尚版,2016年,3.2万公里,大连,6.21万,11.93万
斯柯达 明锐 2012款 1.6L 自动逸俊版,2011年,11.2万公里,大连,4.45万,16.17万
日产 轩逸 2012款 经典 1.6XE 自动舒适版,2016年,6.0万公里,大连,6.88万,11.92万
奥迪A6L 2012款 TFSI 标准型,2013年,8.7万公里,大连,19.80万,44.48万
别克GL8 2007款 2.5L GT 精英版,2010年,15.7万公里,大连,4.35万,26.38万
大众 宝来 2013款 1.6L 手动舒适型,2013年,13.4万公里,大连,4.50万,12.62万
大众 捷达 2015款 质惠版 1.6L 自动时尚型,2016年,2.4万公里,大连,5.73万,10.38万
奥迪A1 2012款 1.4 TFSI Ego plus(进口),2012年,6.3万公里,大连,8.38万,31.46万
福特 翼搏 2013款 1.5L 自动风尚型,2014年,4.5万公里,大连,5.63万,12.24万
雪佛兰 科鲁兹 2015款 1.5L 经典 SL MT,2016年,2.8万公里,大连,4.98万,9.76万
马自达6 2011款 2.0L 自动时尚型,2011年,11.7万公里,大连,5.20万,19.52万
东南 V5菱致 2014款 1.5L 手动舒雅型,2014年,6.3万公里,大连,3.45万,8.42万
雪佛兰 爱唯欧 2014款 两厢 1.4SL AT 时尚版,2015年,3.1万公里,大连,4.58万,9.43万
雪铁龙C5 2013款 2.0L 自动尊享型,2013年,8.9万公里,大连,6.48万,20.61万
标致3008 2013款 2.0L 自动潮流版,2014年,4.7万公里,大连,7.02万,20.27万
本田 飞度 2014款 1.5L LX CVT舒适型,2015年,3.6万公里,大连,6.30万,8.88万
雪佛兰 科鲁兹 2012款 1.6L SE AT,2013年,3.8万公里,大连,5.00万,14.64万
本田 缤智 2015款 1.8L CVT两驱豪华型,2015年,3.2万公里,大连,10.65万,17.78万
现代 瑞奕 2014款 1.6L 自动TOP,2014年,7.7万公里,大连,4.50万,10.84万
现代 名图 2016款 1.8L 自动智能型GLS,2017年,4.3万公里,大连,9.98万,16.26万
现代ix35 2010款 2.0L 自动两驱精英版GLS,2011年,8.2万公里,大连,7.12万,21.25万
宝马X3 2014款 xDrive20i 领先型(进口),2015年,13.0万公里,大连,23.80万,49.93万
雪铁龙C5 2012款 2.0L 自动尊享型,2012年,9.6万公里,大连,4.60万,20.61万
奥迪A6L 2010款 2.4L 技术型,2010年,8.8万公里,大连,13.40万,46.84万
别克 君越 2012款 2.4L SIDI豪雅版,2011年,14.5万公里,大连,7.88万,27.78万
传祺GS4 2015款 200T G-DCT舒适版,2016年,5.6万公里,大连,7.08万,12.57万
哈弗H1 2017款 红标 1.5L AMT舒适型,2017年,3.7万公里,大连,4.52万,6.83万
别克 凯越 2013款 1.5L 手动经典型,2013年,5.6万公里,大连,3.90万,10.52万
别克GL8 2014款 2.4L 经典版,2015年,8.8万公里,大连,10.50万,22.69万
奥迪A6L 2010款 2.0 TFSI 自动标准型,2010年,13.7万公里,大连,11.38万,43.41万
福特 翼虎 2015款 1.5L GTDi 四驱精英型,2015年,3.5万公里,大连,11.31万,26.03万
大众 朗逸 2015款 1.6L 手动舒适版,2015年,5.9万公里,大连,6.18万,13.56万
奔腾B30 2016款 1.6L 手动豪华型,2016年,3.6万公里,大连,3.57万,7.90万
